title,logo,docs_href
Python 2.7,python,https://www.python.org/download/releases/2.7/
Python 3.10,python,https://docs.python.org/3.10/
Django 5.0,django,https://docs.djangoproject.com/en/5.0/
React 17,react,https://reactjs.org/docs/getting-started.html
Python Telegram Bot 21.2,telegram,https://python-telegram-bot.readthedocs.io/en/v21.2/
